index,voted
0,1.433458924293518
1,1.8669601678848267
2,1.2388674020767212
3,1.0394543409347534
4,1.645165205001831
5,1.217485785484314
6,1.764146327972412
7,1.2804698944091797
8,1.158380389213562
9,1.6102877855300903
10,1.2392970323562622
11,1.5613725185394287
12,1.3361639976501465
13,1.4347985982894897
14,1.3224815130233765
15,1.8881112337112427
16,1.383219838142395
17,1.0948714017868042
18,1.2973486185073853
19,1.241003394126892
20,1.2910081148147583
21,1.2716090679168701
22,1.0878572463989258
23,1.1317901611328125
24,1.5443583726882935
25,1.0880753993988037
26,1.9106731414794922
27,1.4024989604949951
28,1.3015798330307007
29,1.2433617115020752
30,1.3971946239471436
31,1.4992172718048096
32,1.0446890592575073
33,1.1115022897720337
34,1.3770809173583984
35,1.0510210990905762
36,1.1912305355072021
37,1.139780044555664
38,1.473936915397644
39,1.2088218927383423
40,1.3330532312393188
41,1.8636685609817505
42,1.5007883310317993
43,1.20243501663208
44,1.6848663091659546
45,1.1476205587387085
46,1.6914646625518799
47,1.3901745080947876
48,1.200340986251831
49,1.5289186239242554
50,1.1904886960983276
51,1.5215423107147217
52,1.1723072528839111
53,1.6036207675933838
54,1.7567468881607056
55,1.4562444686889648
56,1.5026792287826538
57,1.5477122068405151
58,1.558586597442627
59,1.339660882949829
60,1.491758108139038
61,1.2973363399505615
62,1.2930970191955566
63,1.1792653799057007
64,1.3215886354446411
65,1.4907547235488892
66,1.217591404914856
67,1.10451340675354
68,1.3508301973342896
69,1.4737772941589355
70,1.2737479209899902
71,1.2529618740081787
72,1.252780795097351
73,1.696014165878296
74,1.632312536239624
75,1.2113909721374512
76,1.4806196689605713
77,1.1196287870407104
78,1.5470651388168335
79,1.3590483665466309
80,1.869722604751587
81,1.288909673690796
82,1.2709325551986694
83,1.1619294881820679
84,1.5697970390319824
85,1.302458643913269
86,1.773858904838562
87,1.112339973449707
88,1.2775429487228394
89,1.5846842527389526
90,1.6422030925750732
91,1.2821730375289917
92,1.2536029815673828
93,1.1805065870285034
94,1.471684217453003
95,1.7847245931625366
96,1.549752950668335
97,1.4205979108810425
98,1.3085761070251465
99,1.16688871383667
100,1.1157159805297852
101,1.3004721403121948
102,1.390113353729248
103,1.1215447187423706
104,1.1269556283950806
105,1.2665435075759888
106,1.1263587474822998
107,1.4944182634353638
108,1.6857526302337646
109,1.0476739406585693
110,1.294189691543579
111,1.029252529144287
112,1.800244927406311
113,1.6738361120224
114,1.8658082485198975
115,1.860304594039917
116,1.3017152547836304
117,1.131446123123169
118,1.1734678745269775
119,1.3451792001724243
120,1.1538012027740479
121,1.4227378368377686
122,1.891401767730713
123,1.1161664724349976
124,1.2140082120895386
125,1.3013311624526978
126,1.7328734397888184
127,1.7482293844223022
128,1.861356496810913
129,1.327336072921753
130,1.1849623918533325
131,1.0779898166656494
132,1.2278810739517212
133,1.3987913131713867
134,1.5174405574798584
135,1.5013105869293213
136,1.0900465250015259
137,1.6024439334869385
138,1.0276803970336914
139,1.7520312070846558
140,1.6561206579208374
141,1.770736813545227
142,1.1385146379470825
143,1.2337764501571655
144,1.5195432901382446
145,1.2610865831375122
146,1.3232837915420532
147,1.0733813047409058
148,1.4852250814437866
149,1.177268385887146
150,1.3954590559005737
151,1.2208079099655151
152,1.5591931343078613
153,1.2762404680252075
154,1.1944198608398438
155,1.5029842853546143
156,1.8191889524459839
157,1.317054033279419
158,1.8478946685791016
159,1.4466986656188965
160,1.5788706541061401
161,1.173426866531372
162,1.3099256753921509
163,1.6032156944274902
164,1.2214053869247437
165,1.1638336181640625
166,1.1752386093139648
167,1.711061954498291
168,1.5234582424163818
169,1.664487361907959
170,1.8896276950836182
171,1.131910800933838
172,1.0840990543365479
173,1.4911881685256958
174,1.458114504814148
175,1.7995610237121582
176,1.5336685180664062
177,1.387283444404602
178,1.1106743812561035
179,1.6720397472381592
180,1.7556228637695312
181,1.4205161333084106
182,1.3653520345687866
183,1.240394115447998
184,1.2454545497894287
185,1.137376070022583
186,1.515040397644043
187,1.6301683187484741
188,1.7179337739944458
189,1.1913766860961914
190,1.3875343799591064
191,1.6560107469558716
192,1.4421312808990479
193,1.0538347959518433
194,1.24636971950531
195,1.2680710554122925
196,1.3554563522338867
197,1.022140622138977
198,1.0345640182495117
199,1.1494123935699463
200,1.3866592645645142
201,1.3710391521453857
202,1.175674319267273
203,1.1581209897994995
204,1.8084152936935425
205,1.020180583000183
206,1.3354747295379639
207,1.3151262998580933
208,1.2017292976379395
209,1.8386622667312622
210,1.8398929834365845
211,1.2847599983215332
212,1.3052281141281128
213,1.6105787754058838
214,1.0355420112609863
215,1.3515043258666992
216,1.7979681491851807
217,1.1580572128295898
218,1.1989392042160034
219,1.1708203554153442
220,1.543940782546997
221,1.3569070100784302
222,1.7766342163085938
223,1.1178079843521118
224,1.3148630857467651
225,1.1516417264938354
226,1.4129191637039185
227,1.9515608549118042
228,1.362167239189148
229,1.377219796180725
230,1.1602637767791748
231,1.226255178451538
232,1.2314081192016602
233,1.7494059801101685
234,1.9831706285476685
235,1.6883718967437744
236,1.7675968408584595
237,1.8198397159576416
238,1.7221050262451172
239,1.332244873046875
240,1.553505778312683
241,1.5209202766418457
242,1.0983078479766846
243,1.564468264579773
244,1.4941887855529785
245,1.1423591375350952
246,1.1690515279769897
247,1.352052927017212
248,1.2446966171264648
249,1.7131404876708984
250,1.7568773031234741
251,1.1425809860229492
252,1.3939441442489624
253,1.0896403789520264
254,1.0985647439956665
255,1.183063268661499
256,1.0761017799377441
257,1.1178196668624878
258,1.7832801342010498
259,1.3284955024719238
260,1.678722858428955
261,1.419888973236084
262,1.2412103414535522
263,1.437135934829712
264,1.127379059791565
265,1.0615521669387817
266,1.6363089084625244
267,1.733593463897705
268,1.2701549530029297
269,1.4106239080429077
270,1.4348381757736206
271,1.2969350814819336
272,1.341572642326355
273,1.2653794288635254
274,1.2682644128799438
275,1.3334144353866577
276,1.8079090118408203
277,1.5799423456192017
278,1.6236990690231323
279,1.2617803812026978
280,1.2673307657241821
281,1.6672917604446411
282,1.3700686693191528
283,1.274132490158081
284,1.1588382720947266
285,1.4883038997650146
286,1.1654787063598633
287,1.377812147140503
288,1.2698931694030762
289,1.6733595132827759
290,1.1016253232955933
291,1.744038462638855
292,1.255135416984558
293,1.34050452709198
294,1.4836550951004028
295,1.2467539310455322
296,1.2680060863494873
297,1.0781112909317017
298,1.3277091979980469
299,1.5718674659729004
300,1.652944564819336
301,1.604004979133606
302,1.5010907649993896
303,1.2449129819869995
304,1.5635907649993896
305,1.6721397638320923
306,1.3204602003097534
307,1.3235032558441162
308,1.5038361549377441
309,1.835684895515442
310,1.174614429473877
311,1.5302046537399292
312,1.4969993829727173
313,1.6726163625717163
314,1.2836410999298096
315,1.7793331146240234
316,1.3164860010147095
317,1.5576990842819214
318,1.4180361032485962
319,1.062465786933899
320,1.656960368156433
321,1.5054290294647217
322,1.4732826948165894
323,1.1170506477355957
324,1.1715542078018188
325,1.359539270401001
326,1.1677104234695435
327,1.1900789737701416
328,1.3733432292938232
329,1.5199826955795288
330,1.7438762187957764
331,1.1513997316360474
332,1.166193962097168
333,1.6806799173355103
334,1.8985183238983154
335,1.7779109477996826
336,1.2381771802902222
337,1.2763941287994385
338,1.5447834730148315
339,1.825252890586853
340,1.539818286895752
341,1.2372368574142456
342,1.1773912906646729
343,1.3254830837249756
344,1.2209482192993164
345,1.1414883136749268
346,1.213481068611145
347,1.5458625555038452
348,1.1921731233596802
349,1.1438570022583008
350,1.7880430221557617
351,1.5427782535552979
352,1.096998929977417
353,1.2603628635406494
354,1.9190996885299683
355,1.0827105045318604
356,1.6610159873962402
357,1.364837408065796
358,1.9394296407699585
359,1.331284999847412
360,1.7173293828964233
361,1.7016886472702026
362,1.2028586864471436
363,1.7263693809509277
364,1.530697226524353
365,1.7734920978546143
366,1.2270567417144775
367,1.4998948574066162
368,1.029836893081665
369,1.2392762899398804
370,1.2868441343307495
371,1.5241659879684448
372,1.09295654296875
373,1.4850013256072998
374,1.2241863012313843
375,1.4615676403045654
376,1.2025995254516602
377,1.3230104446411133
378,1.4866952896118164
379,1.0368728637695312
380,1.7026511430740356
381,1.664075493812561
382,1.4161447286605835
383,1.2376073598861694
384,1.2033542394638062
385,1.1917978525161743
386,1.2394460439682007
387,1.2949374914169312
388,1.2187210321426392
389,1.236417293548584
390,1.3944891691207886
391,1.3671658039093018
392,1.2226637601852417
393,1.222259759902954
394,1.295029640197754
395,1.5400352478027344
396,1.0904229879379272
397,1.0967310667037964
398,1.7611596584320068
399,1.18059241771698
400,1.1489536762237549
401,1.89375638961792
402,1.3385441303253174
403,1.8550022840499878
404,1.1686913967132568
405,1.220399260520935
406,1.2026783227920532
407,1.1977592706680298
408,1.3316622972488403
409,1.4861111640930176
410,1.185503602027893
411,1.3558701276779175
412,1.5141925811767578
413,1.3252477645874023
414,1.1330515146255493
415,1.323095679283142
416,1.1857181787490845
417,1.5887436866760254
418,1.6066535711288452
419,1.5125844478607178
420,1.271835446357727
421,1.171158790588379
422,1.090416431427002
423,1.2364541292190552
424,1.256844162940979
425,1.1232304573059082
426,1.1944012641906738
427,1.206330418586731
428,1.1102460622787476
429,1.1396162509918213
430,1.1871668100357056
431,1.1740853786468506
432,1.2695446014404297
433,1.2878913879394531
434,1.3677984476089478
435,1.191246747970581
436,1.5800926685333252
437,1.272147297859192
438,1.278757095336914
439,1.5231574773788452
440,1.1759876012802124
441,1.1482747793197632
442,1.5014642477035522
443,1.3221529722213745
444,1.2568193674087524
445,1.3002896308898926
446,1.1484706401824951
447,1.3060791492462158
448,1.103999137878418
449,1.4193798303604126
450,1.345641016960144
451,1.2004958391189575
452,1.233614206314087
453,1.53425133228302
454,1.1832565069198608
455,1.0959831476211548
456,1.4318195581436157
457,1.590048909187317
458,1.4530330896377563
459,1.8498272895812988
460,1.1835408210754395
461,1.2658134698867798
462,1.7440541982650757
463,1.336398959159851
464,1.4285978078842163
465,1.0463916063308716
466,1.3090951442718506
467,1.6381556987762451
468,1.3652247190475464
469,1.1526844501495361
470,1.5108486413955688
471,1.5880074501037598
472,1.399572730064392
473,1.2611173391342163
474,1.391971230506897
475,1.4711933135986328
476,1.3235235214233398
477,1.7906944751739502
478,1.3724682331085205
479,1.8600497245788574
480,1.1576778888702393
481,1.5261943340301514
482,1.3651659488677979
483,1.4005540609359741
484,1.6989810466766357
485,1.9133325815200806
486,1.2177029848098755
487,1.0669933557510376
488,1.2685428857803345
489,1.154082179069519
490,1.3784018754959106
491,1.267717719078064
492,1.565338134765625
493,1.0820261240005493
494,1.9809379577636719
495,1.4268887042999268
496,1.2923394441604614
497,1.705104112625122
498,1.3228809833526611
499,1.3044666051864624
500,1.3499729633331299
501,1.8294453620910645
502,1.6438709497451782
503,1.1363861560821533
504,1.1462937593460083
505,1.1838493347167969
506,1.4229718446731567
507,1.2890143394470215
508,1.1682491302490234
509,1.3529678583145142
510,1.41465163230896
511,1.6155697107315063
512,1.4726085662841797
513,1.1903350353240967
514,1.6467095613479614
515,1.2337313890457153
516,1.224006175994873
517,1.3743433952331543
518,1.1742830276489258
519,1.6402236223220825
520,1.309973955154419
521,1.2573682069778442
522,1.780179738998413
523,1.2266899347305298
524,1.0244801044464111
525,1.7521084547042847
526,1.5795084238052368
527,1.522539734840393
528,1.8405897617340088
529,1.5484241247177124
530,1.4975183010101318
531,1.4677667617797852
532,1.159913420677185
533,1.2983003854751587
534,1.1936426162719727
535,1.0796453952789307
536,1.3458126783370972
537,1.3512874841690063
538,1.450716257095337
539,1.1259249448776245
540,1.3730946779251099
541,1.2088366746902466
542,1.7008432149887085
543,1.2929188013076782
544,1.2593363523483276
545,1.4284571409225464
546,1.6519510746002197
547,1.172460675239563
548,1.713659644126892
549,1.1932052373886108
550,1.3077679872512817
551,1.1634114980697632
552,1.0482393503189087
553,1.7513478994369507
554,1.4207537174224854
555,1.3228501081466675
556,1.4282416105270386
557,1.6936761140823364
558,1.3722199201583862
559,1.1655083894729614
560,1.1820042133331299
561,1.447965145111084
562,1.1869165897369385
563,1.6422717571258545
564,1.4891119003295898
565,1.7316631078720093
566,1.1931687593460083
567,1.3766262531280518
568,1.8979425430297852
569,1.126850962638855
570,1.3902884721755981
571,1.4197686910629272
572,1.1358973979949951
573,1.7213718891143799
574,1.3435733318328857
575,1.5693655014038086
576,1.0382156372070312
577,1.4122838973999023
578,1.44328773021698
