index,voted
0,0.6929173284419038
1,0.9619691326326621
2,0.5009897170798364
3,0.14578615964632963
4,0.7525194597293322
5,0.5245346163652629
6,0.9041169467028627
7,0.5814219134422351
8,0.42493725864505255
9,0.5767667355826549
10,0.3042024544883335
11,0.8662620164189307
12,0.4418782564669376
13,0.6193342226140608
14,0.32573140702042064
15,0.9933354809889502
16,0.8876323939204822
17,0.39794741132154066
18,0.4873381225636051
19,0.4725513824563779
20,0.33917142993475385
21,0.43838022182196357
22,0.1390113341713891
23,0.29923600620220386
24,0.6991684877080248
25,0.13680743720894092
26,0.9929101684464495
27,0.4658892546070899
28,0.444328759620016
29,0.2550116963642694
30,0.39657659967843056
31,0.7590848910109487
32,0.1942870673601377
33,0.5655775506137032
34,0.6315742769090528
35,0.29179212835780477
36,0.2767665078388079
37,0.4823257238235325
38,0.3841095611311552
39,0.3825000945567485
40,0.4267228879928196
41,0.9379938271230123
42,0.8113364712996066
43,0.6373246339667499
44,0.9894667277708925
45,0.48664680886021433
46,0.7837672640011436
47,0.9865830260793323
48,0.48274982661717736
49,0.9362461556629734
50,0.153417939114394
51,0.9127025503207165
52,0.6424922939612973
53,0.9078735012938035
54,0.9926192097385852
55,0.7216036735683165
56,0.5564223483922678
57,0.6022682289215316
58,0.8544027736690393
59,0.35142797272526166
60,0.9243378358814276
61,0.6457663159583483
62,0.5568767416751904
63,0.5780840229308262
64,0.33136740159071676
65,0.7364603078690719
66,0.38608937753078354
67,0.2374076438938145
68,0.4527181508097672
69,0.5740082482707589
70,0.2470243347478753
71,0.5120995682942432
72,0.23795232084093115
73,0.8418580856903666
74,0.8909530673994883
75,0.46192070520841766
76,0.7852941314069644
77,0.2529411256999343
78,0.5229204411704246
79,0.38451691770269086
80,0.9819649500345712
81,0.39055404375429853
82,0.5127775323009074
83,0.3795875140246059
84,0.8145089335250426
85,0.5284303159362955
86,0.8066241316720498
87,0.33737429255347023
88,0.2689567484426395
89,0.6487754868024541
90,0.9883329720910586
91,0.2843576392329303
92,0.3429732110654673
93,0.46373127851263796
94,0.5727942260786102
95,0.8752798397714867
96,0.6336183766477999
97,0.9410150083111252
98,0.47995464953090455
99,0.5113610059015022
100,0.23003375500827233
101,0.44176980898893825
102,0.7560338676386713
103,0.4314382776644645
104,0.2850989719832145
105,0.42763394243978536
106,0.33376830563856463
107,0.430343499804823
108,0.7795141411660657
109,0.301918294795419
110,0.5626512005076767
111,0.23280571082668328
112,0.8911130144592067
113,0.8743230440206501
114,0.8953571849834011
115,0.9922691158539277
116,0.47998646647433535
117,0.22032979811716852
118,0.24935520565920577
119,0.3062342131129515
120,0.3944604335978016
121,0.8515909333949883
